Embedder,Model,XGB_Avg_Accuracy,LGB_Avg_Accuracy,XGB_Avg_F1,LGB_Avg_F1,OOD_XGB_Delta,OOD_LGB_Delta,Adversarial_Examples
turkbert,dbmdz/bert-base-turkish-cased,0.6451173874742298,0.6454200507286199,0.6435300995608563,0.6441245897030476,-0.049099298892701815,-0.041469601823968416,65
