Embedder,Model,XGB_Avg_Accuracy,LGB_Avg_Accuracy,XGB_Avg_F1,LGB_Avg_F1,OOD_XGB_Delta,OOD_LGB_Delta,Adversarial_Examples
magibu_152m,magibu/embeddingmagibu-152m,0.6122562353734545,0.6150294520822146,0.6096619831460329,0.6132619933273882,-0.024739516461625866,-0.0013026122277470242,84
