feature,mean_abs_shap
qwen_p2,0.0858946000271577
qwen_p1,0.0678892063783897
mdeberta_p2,0.0671812753935361
bert_p1,0.0567315433719162
bert_p2,0.0382015918593394
mdeberta_p1,0.0188940765130863
mdeberta_p0,0.0188482677547286
entropy_bert,0.0123736898751511
